16:43:27 deep-A-s27 complete bites 1 depth 159.02
16:43:37 deep-B-s27 complete bites 2 depth 154.42
16:43:48 deep-A-s28 complete bites 1 depth 159.07
16:43:58 deep-B-s28 complete bites 1 depth 159.57
16:44:08 deep-A-s29 complete bites 1 depth 159.48
16:44:19 deep-B-s29 complete bites 1 depth 157.86
16:44:29 deep-A-s30 complete bites 1 depth 159.02
16:57:42 deep-B-wall10s-s31 b6 c1 p1 rc=0 stop iteration-cap after 618 iterations; bandEnteredAtIteration None
16:57:55 deep-B-wall10s-s32 b5 c0 p2 rc=0 stop iteration-cap after 833 iterations; bandEnteredAtIteration None
16:58:02 deep-B-wall10s-s32 b5 c0 p1 rc=0 stop iteration-cap after 833 iterations; bandEnteredAtIteration None
16:58:14 deep-B-wall10s-s33 b5 c0 p2 rc=0 stop iteration-cap after 744 iterations; bandEnteredAtIteration None
16:58:20 deep-B-wall10s-s33 b5 c0 p1 rc=0 stop iteration-cap after 744 iterations; bandEnteredAtIteration None
16:58:34 deep-B-wall10s-s34 b5 c0 p2 rc=0 stop iteration-cap after 851 iterations; bandEnteredAtIteration None
16:58:42 deep-B-wall10s-s34 b5 c0 p1 rc=0 stop iteration-cap after 851 iterations; bandEnteredAtIteration None
16:58:55 deep-B-wall10s-s35 b5 c0 p2 rc=0 stop iteration-cap after 798 iterations; bandEnteredAtIteration None
16:59:03 deep-B-wall10s-s35 b5 c0 p1 rc=0 stop iteration-cap after 798 iterations; bandEnteredAtIteration None
16:59:09 deep-B-wall10s-s4872519857840070441 b5 c0 p2 rc=0 stop band-entry after 396 iterations; bandEnteredAtIteration Some(396)
16:59:15 deep-B-wall10s-s4872519857840070441 b5 c0 p1 rc=0 stop band-entry after 729 iterations; bandEnteredAtIteration Some(729)
16:59:17 deep-B-wall10s-s4872519857840070441 b6 c1 p2 rc=0 stop iteration-cap after 126 iterations; bandEnteredAtIteration None
16:59:18 deep-B-wall10s-s4872519857840070441 b6 c1 p1 rc=0 stop iteration-cap after 126 iterations; bandEnteredAtIteration None
16:59:21 deep-B-wall10s-s5671471283886933426 b5 c0 p2 rc=0 stop band-entry after 180 iterations; bandEnteredAtIteration Some(180)
16:59:25 deep-B-wall10s-s5671471283886933426 b5 c0 p1 rc=0 stop band-entry after 521 iterations; bandEnteredAtIteration Some(521)
16:59:31 deep-B-wall10s-s5671471283886933426 b6 c1 p2 rc=0 stop iteration-cap after 406 iterations; bandEnteredAtIteration None
16:59:34 deep-B-wall10s-s5671471283886933426 b6 c1 p1 rc=0 stop iteration-cap after 406 iterations; bandEnteredAtIteration None
16:59:41 deep-B-wall10s-s6185102792240140886 b5 c0 p2 rc=0 stop band-entry after 424 iterations; bandEnteredAtIteration Some(424)
16:59:48 deep-B-wall10s-s6185102792240140886 b5 c0 p1 rc=0 stop iteration-cap after 723 iterations; bandEnteredAtIteration None
16:59:57 deep-B-wall10s-s7797222088981460957 b5 c0 p2 rc=0 stop iteration-cap after 566 iterations; bandEnteredAtIteration None
17:00:02 deep-B-wall10s-s7797222088981460957 b5 c0 p1 rc=0 stop iteration-cap after 566 iterations; bandEnteredAtIteration None
17:00:14 deep-B-wall10s-s8755853977552987277 b5 c0 p2 rc=0 stop iteration-cap after 770 iterations; bandEnteredAtIteration None
17:00:22 deep-B-wall10s-s8755853977552987277 b5 c0 p1 rc=0 stop iteration-cap after 770 iterations; bandEnteredAtIteration None
969 /var/lib/t3/tmp/astra/deep/deep-cut-output.txt
